"Date","Level","NumBlocks","IsWin","ElapsedTime","Score","Accuracy"
"9/7/2019 5:19:55 PM","Level_798","50","False","5.506645","650","0.3033771"
"9/7/2019 5:19:56 PM","Level_596","50","False","0.8748987","0","0.3213023"
"9/7/2019 5:19:58 PM","Level_492","112","False","0.4053308","100","0.3504621"
"9/7/2019 5:20:03 PM","Level_847","29","False","4.748549","0","0.3139226"
"9/7/2019 5:20:25 PM","Level_519","21","True","21.49554","1500","0.3699306"
"9/7/2019 5:20:36 PM","Level_520","29","False","10.21228","1600","0.3458615"
"9/7/2019 5:20:43 PM","Level_519","21","True","5.966108","1500","0.3654771"
"9/7/2019 5:21:06 PM","Level_520","29","True","23.29084","2700","0.3058205"
"9/7/2019 5:21:28 PM","Level_596","50","False","21.77161","3950","0.346844"
"9/7/2019 5:21:47 PM","Level_491","35","True","18.56348","1750","0.371198"
"9/7/2019 5:21:49 PM","Level_492","112","False","1.840994","300","0.3142355"
"9/7/2019 5:22:26 PM","Level_596","50","True","35.47226","4000","0.3556783"
"9/7/2019 5:22:26 PM","Level_604","56","False","0.7581036","50","0.3043973"
"9/7/2019 5:22:45 PM","Level_660","28","False","17.23861","1900","0.319557"
"9/7/2019 5:22:59 PM","Level_494","40","True","13.89872","2150","0.3940738"
"9/7/2019 5:23:09 PM","Level_519","21","True","9.922889","1500","0.3603219"
"9/7/2019 5:23:19 PM","Level_520","29","False","10.00684","650","0.3067714"
"9/7/2019 5:23:34 PM","Level_848","48","False","13.98736","1600","0.3003456"
"9/7/2019 5:23:46 PM","Level_798","50","False","11.10948","1050","0.3001774"
"9/7/2019 5:23:58 PM","Level_519","21","True","11.12385","1500","0.3769987"
"9/7/2019 5:23:59 PM","Level_520","29","False","0.4211347","50","0.3171474"
"9/7/2019 5:24:22 PM","Level_596","50","True","22.91889","4000","0.3283929"
"9/7/2019 5:24:24 PM","Level_604","56","False","1.974329","250","0.3427319"
"9/7/2019 5:24:52 PM","Level_604","56","True","26.91525","3000","0.3299453"
"9/7/2019 5:25:28 PM","Level_609","62","True","35.59144","4200","0.3499398"
"9/7/2019 5:25:47 PM","Level_660","28","True","19.06545","2600","0.3792505"
"9/7/2019 5:26:05 PM","Level_715","42","False","18.04592","3350","0.3888038"
"9/7/2019 5:26:15 PM","Level_494","40","True","9.355192","2150","0.3544228"
"9/7/2019 5:26:18 PM","Level_519","21","False","2.658591","500","0.3411472"
"9/7/2019 5:26:39 PM","Level_380","32","False","19.78064","3400","0.3221022"
"9/7/2019 5:27:11 PM","Level_846","18","False","30.89953","1000","0.3309038"
"9/7/2019 5:27:20 PM","Level_492","112","True","9.040276","2450","0.3780163"
"9/7/2019 5:32:16 PM","Level_609","62","True","31.51454","4200","0.360657"
"9/7/2019 5:32:24 PM","Level_660","28","False","8.335348","150","0.3604854"
"9/7/2019 5:33:01 PM","Level_520","29","True","36.44952","2700","0.3492852"
"9/7/2019 5:33:03 PM","Level_596","50","False","1.415301","400","0.3466159"
"9/7/2019 5:33:20 PM","Level_798","50","False","16.23824","3100","0.3317882"
"9/7/2019 5:33:24 PM","Level_491","35","False","3.097716","400","0.3151757"
